# File generated by Melissa L. Graham. 
# 
# Each row represents photo-z results from a simulation with different limiting magnitudes. 
# The first row is for the baseline limiting magnidues. 
# In this file, the photo-z results are the robust standard deviation in redshift bins. 
# 
# Columns 1 to 6: survey simulation 5-sigma limiting magnitude in ugrizy 
# Columns 7 to 15: robust standard deviation in bins of photometric redshift 
# 
# z_bin_centers = [0.45,0.75,1.05,1.35,1.65,1.95,2.25,2.55,2.85] 
# z_bin_full_width = 0.30 
# z_bin_half_width = 0.15 
# 
 26.09 27.38 27.53 24.00 26.05 24.86  0.0334  0.0382  0.0499  0.0394  0.0456  0.0633  0.0960  0.1679  0.4783
 26.09 27.38 27.53 25.25 26.05 24.86  0.0313  0.0227  0.0295  0.0338  0.0360  0.0472  0.0512  0.0894  0.1132
 26.09 27.38 27.53 26.12 26.05 24.86  0.0261  0.0177  0.0207  0.0276  0.0323  0.0384  0.0351  0.0531  0.0742
 26.09 27.38 27.53 26.88 26.05 24.86  0.0237  0.0160  0.0169  0.0251  0.0318  0.0298  0.0274  0.0478  0.0627
 26.09 27.38 27.53 26.83 22.55 24.86  0.0210  0.0260  0.0396  0.0671  0.0362  0.0322  0.0469  0.0798  0.1183
 26.09 27.38 27.53 26.83 23.30 24.86  0.0213  0.0232  0.0354  0.0594  0.0369  0.0322  0.0475  0.0801  0.1254
 26.09 27.38 27.53 26.83 24.55 24.86  0.0235  0.0193  0.0246  0.0368  0.0359  0.0354  0.0416  0.0790  0.4620
 26.09 27.38 27.53 26.83 25.42 24.86  0.0248  0.0176  0.0190  0.0292  0.0328  0.0304  0.0323  0.0599  0.0916
 26.09 27.38 27.53 26.83 26.18 24.86  0.0238  0.0158  0.0171  0.0252  0.0309  0.0317  0.0285  0.0433  0.0706
 26.09 27.38 27.53 26.83 26.05 21.35  0.0258  0.0168  0.0236  0.0370  0.0350  0.0313  0.0309  0.0650  0.0916
 26.09 27.38 27.53 26.83 26.05 22.10  0.0256  0.0167  0.0228  0.0364  0.0337  0.0315  0.0305  0.0601  0.0675
 26.09 27.38 27.53 26.83 26.05 23.35  0.0252  0.0169  0.0210  0.0335  0.0341  0.0327  0.0308  0.0719  0.0699
 26.09 27.38 27.53 26.83 26.05 24.22  0.0245  0.0163  0.0185  0.0292  0.0316  0.0319  0.0290  0.0443  0.0906
 26.09 27.38 27.53 26.83 26.05 24.98  0.0248  0.0155  0.0172  0.0254  0.0306  0.0334  0.0301  0.0478  0.0620
 26.13 27.24 26.05 26.31 26.02 23.35  0.0324  0.0239  0.0277  0.0441  0.0424  0.0438  0.0518  0.0692  0.1201
 26.05 27.68 27.03 26.34 25.98 23.67  0.0270  0.0186  0.0230  0.0357  0.0363  0.0363  0.0345  0.0570  0.1009
 26.56 27.42 27.09 25.95 25.54 24.01  0.0279  0.0203  0.0249  0.0372  0.0343  0.0375  0.0415  0.4385  0.0859
 25.69 27.67 27.17 26.62 25.27 24.49  0.0261  0.0188  0.0217  0.0328  0.0353  0.0368  0.0405  0.0740  0.1526
 26.31 27.67 26.98 26.48 25.48 24.39  0.0257  0.0191  0.0212  0.0321  0.0318  0.0353  0.0377  0.0598  0.0996
 25.83 27.50 26.73 26.49 25.69 24.20  0.0285  0.0199  0.0218  0.0337  0.0369  0.0363  0.0375  0.0572  0.1104
 26.37 27.41 27.27 26.66 24.98 23.85  0.0257  0.0188  0.0243  0.0384  0.0349  0.0337  0.0400  0.0845  0.2742
 26.38 27.59 26.98 26.70 25.69 24.33  0.0258  0.0185  0.0201  0.0308  0.0336  0.0336  0.0331  0.0581  0.0895
 26.53 27.44 26.90 26.52 24.84 24.56  0.0262  0.0213  0.0243  0.0363  0.0354  0.0349  0.0438  0.0959  0.4689
 25.73 26.98 27.29 26.39 25.87 24.74  0.0278  0.0182  0.0203  0.0305  0.0368  0.0378  0.0357  0.0499  0.0798
 26.53 27.10 27.27 26.59 25.75 24.61  0.0250  0.0176  0.0194  0.0294  0.0318  0.0314  0.0331  0.0693  0.0780
 26.25 27.04 26.89 26.70 25.54 24.31  0.0273  0.0196  0.0208  0.0332  0.0348  0.0347  0.0355  0.0622  0.1119
 26.56 27.62 27.01 26.42 25.98 24.33  0.0246  0.0182  0.0207  0.0301  0.0318  0.0318  0.0364  0.0819  0.1156
 25.67 26.30 27.30 26.20 25.20 24.72  0.0310  0.0229  0.0237  0.0376  0.0406  0.0431  0.0426  0.0717  0.1339
 26.54 27.27 26.13 26.71 25.86 24.03  0.0305  0.0230  0.0216  0.0348  0.0356  0.0400  0.0425  0.0837  0.1573
 26.13 27.68 27.22 25.68 25.34 24.59  0.0284  0.0215  0.0262  0.0345  0.0350  0.0413  0.0409  0.0940  0.4467
 25.44 27.67 27.38 26.50 25.45 24.01  0.0263  0.0176  0.0215  0.0345  0.0396  0.0394  0.0349  0.0593  0.1128
 26.24 27.58 26.70 26.37 25.37 24.25  0.0277  0.0199  0.0230  0.0355  0.0350  0.0366  0.0430  0.0761  0.4608
 26.29 27.07 26.58 26.28 25.80 23.95  0.0303  0.0207  0.0236  0.0382  0.0362  0.0388  0.0428  0.0701  0.1588
 26.14 27.18 26.89 26.21 25.92 23.89  0.0292  0.0199  0.0230  0.0370  0.0352  0.0367  0.0377  0.0723  0.0857
 25.83 27.63 27.07 26.52 25.50 23.98  0.0262  0.0184  0.0228  0.0344  0.0383  0.0341  0.0429  0.0590  0.0855
 26.51 27.42 27.41 26.59 24.73 24.05  0.0250  0.0193  0.0255  0.0382  0.0344  0.0340  0.0426  0.0795  0.4469
 26.52 27.35 27.04 26.03 25.91 24.76  0.0272  0.0195  0.0222  0.0293  0.0337  0.0366  0.0371  0.0678  0.0909
 26.57 27.66 27.18 26.65 25.92 24.75  0.0236  0.0164  0.0189  0.0264  0.0301  0.0297  0.0308  0.0522  0.0782
 26.49 26.73 27.34 26.66 25.34 24.77  0.0279  0.0195  0.0206  0.0332  0.0343  0.0327  0.0366  0.0771  0.1161
 25.69 27.58 27.36 25.96 24.90 24.80  0.0279  0.0208  0.0267  0.0364  0.0397  0.0408  0.0463  0.0877  0.4759
 26.60 27.70 26.91 26.68 25.58 24.52  0.0249  0.0183  0.0199  0.0297  0.0320  0.0336  0.0389  0.0642  0.1291
 26.36 27.67 27.27 26.47 25.92 24.42  0.0236  0.0172  0.0199  0.0278  0.0322  0.0338  0.0323  0.0682  0.0929
 25.47 27.36 27.31 26.42 25.97 23.95  0.0275  0.0180  0.0226  0.0356  0.0402  0.0387  0.0354  0.0492  0.0647
 26.05 27.44 26.43 26.41 24.60 24.73  0.0282  0.0239  0.0287  0.0423  0.0394  0.0421  0.0541  0.0800  0.4648
 26.57 27.18 26.66 26.70 25.72 24.59  0.0267  0.0195  0.0201  0.0301  0.0321  0.0333  0.0374  0.0672  0.1294
 25.65 27.61 27.25 26.66 25.92 24.48  0.0246  0.0170  0.0189  0.0297  0.0352  0.0345  0.0360  0.0534  0.0731
 26.60 27.09 27.09 26.44 25.16 24.37  0.0281  0.0202  0.0231  0.0347  0.0335  0.0341  0.0445  0.0865  0.4618
 26.55 27.45 26.69 26.59 25.77 24.61  0.0265  0.0192  0.0202  0.0292  0.0322  0.0342  0.0393  0.0674  0.0781
 26.52 27.60 27.00 26.10 25.99 24.81  0.0261  0.0185  0.0215  0.0284  0.0309  0.0350  0.0384  0.0579  0.1011
 26.50 27.71 27.17 26.35 25.75 24.77  0.0246  0.0175  0.0200  0.0277  0.0316  0.0346  0.0348  0.0653  0.0966
 25.50 27.40 27.17 26.31 25.94 24.65  0.0275  0.0182  0.0208  0.0306  0.0385  0.0391  0.0368  0.0528  0.0891
 25.89 27.67 27.11 25.70 25.79 24.52  0.0293  0.0205  0.0264  0.0351  0.0366  0.0408  0.0408  0.0602  0.1016
 26.29 27.68 27.30 26.51 25.16 24.35  0.0248  0.0183  0.0219  0.0332  0.0339  0.0325  0.0389  0.0674  0.0947
 26.45 27.27 26.91 26.26 25.66 23.93  0.0272  0.0199  0.0232  0.0358  0.0343  0.0342  0.0380  0.0560  0.0843
 26.21 27.69 26.05 25.68 25.89 24.46  0.0339  0.0252  0.0275  0.0366  0.0378  0.0435  0.0531  0.0817  0.3585
 25.20 27.54 27.40 26.68 24.60 24.82  0.0260  0.0191  0.0246  0.0382  0.0418  0.0439  0.0432  0.0901  0.4750
 26.24 27.60 26.47 26.12 25.86 24.49  0.0289  0.0212  0.0240  0.0331  0.0367  0.0382  0.0428  0.0686  0.1491
 26.57 26.96 27.09 26.42 25.78 24.56  0.0271  0.0189  0.0201  0.0310  0.0332  0.0326  0.0366  0.0581  0.1000
 26.26 27.39 26.35 26.54 25.42 24.77  0.0298  0.0214  0.0219  0.0318  0.0365  0.0390  0.0412  0.0601  0.1170
 26.09 27.41 27.16 26.48 24.84 24.65  0.0259  0.0201  0.0243  0.0357  0.0354  0.0366  0.0393  0.0873  0.4691
 25.50 26.25 26.00 26.20 24.60 24.78  0.0352  0.0284  0.0342  0.0491  0.0529  0.0541  0.0619  0.0891  0.4792
 26.01 27.34 27.20 26.67 25.75 24.54  0.0255  0.0177  0.0198  0.0305  0.0347  0.0349  0.0328  0.0578  0.0817
 26.24 27.58 26.79 26.70 25.11 24.77  0.0264  0.0200  0.0214  0.0333  0.0351  0.0348  0.0382  0.0650  0.1359
 26.05 27.31 27.07 25.75 24.69 23.45  0.0293  0.0235  0.0340  0.0497  0.0426  0.0450  0.0529  0.1137  0.4778
 26.58 27.62 27.15 26.27 25.85 24.44  0.0253  0.0182  0.0210  0.0305  0.0310  0.0347  0.0360  0.0717  0.1087
 26.30 27.02 27.26 26.27 25.95 23.64  0.0279  0.0187  0.0231  0.0377  0.0363  0.0351  0.0361  0.0654  0.0830
 26.44 27.54 27.25 26.51 24.73 24.23  0.0254  0.0199  0.0250  0.0387  0.0348  0.0356  0.0446  0.0916  0.4669
 25.98 27.71 26.75 26.09 25.64 23.64  0.0282  0.0207  0.0268  0.0389  0.0370  0.0405  0.0414  0.0725  0.0948
 26.43 27.67 27.04 26.50 25.48 24.61  0.0254  0.0188  0.0205  0.0300  0.0303  0.0331  0.0384  0.0656  0.1167
 26.09 27.59 27.30 26.42 25.61 24.01  0.0257  0.0179  0.0220  0.0342  0.0343  0.0351  0.0392  0.0642  0.0984
 26.48 26.98 26.98 25.83 25.07 24.71  0.0292  0.0235  0.0262  0.0365  0.0375  0.0404  0.0437  0.1152  0.4673
 25.73 27.65 27.32 26.50 25.64 24.80  0.0252  0.0175  0.0200  0.0307  0.0359  0.0367  0.0336  0.0500  0.0827
 26.03 27.00 26.58 26.36 25.66 24.12  0.0299  0.0210  0.0229  0.0364  0.0372  0.0404  0.0374  0.0763  0.1076
 25.60 26.86 26.33 26.03 25.82 24.41  0.0328  0.0229  0.0252  0.0372  0.0424  0.0441  0.0453  0.0621  0.1161
 24.84 26.13 26.28 25.58 24.80 23.61  0.0378  0.0285  0.0375  0.0596  0.0670  0.0694  0.0699  0.1107  0.4783
 24.84 26.13 26.28 25.58 24.80 24.86  0.0398  0.0302  0.0342  0.0490  0.0604  0.0669  0.0566  0.1137  0.4786
 24.84 26.13 26.28 25.58 26.05 23.61  0.0375  0.0261  0.0355  0.0546  0.0635  0.0711  0.0648  0.1153  0.4716
 24.84 26.13 26.28 25.58 26.05 24.86  0.0401  0.0280  0.0292  0.0400  0.0585  0.0635  0.0584  0.0872  0.1313
 24.84 26.13 26.28 26.83 24.80 23.61  0.0345  0.0246  0.0310  0.0545  0.0606  0.0627  0.0606  0.1123  0.4654
 24.84 26.13 26.28 26.83 24.80 24.86  0.0366  0.0271  0.0285  0.0457  0.0582  0.0580  0.0496  0.0808  0.4781
 24.84 26.13 26.28 26.83 26.05 23.61  0.0332  0.0223  0.0250  0.0445  0.0585  0.0618  0.0457  0.0628  0.1429
 24.84 26.13 26.28 26.83 26.05 24.86  0.0369  0.0241  0.0212  0.0339  0.0532  0.0564  0.0438  0.0554  0.1090
 24.84 26.13 27.53 25.58 24.80 23.61  0.0353  0.0250  0.0377  0.0553  0.0632  0.0632  0.0689  0.4497  0.4806
 24.84 26.13 27.53 25.58 24.80 24.86  0.0363  0.0277  0.0335  0.0481  0.0582  0.0647  0.0508  0.1047  0.4741
 24.84 26.13 27.53 25.58 26.05 23.61  0.0354  0.0234  0.0314  0.0520  0.0584  0.0580  0.0591  0.2051  0.3884
 24.84 26.13 27.53 25.58 26.05 24.86  0.0364  0.0257  0.0273  0.0384  0.0546  0.0611  0.0552  0.1249  0.1123
 24.84 26.13 27.53 26.83 24.80 23.61  0.0306  0.0214  0.0274  0.0512  0.0586  0.0579  0.0497  0.0813  0.4628
 24.84 26.13 27.53 26.83 24.80 24.86  0.0322  0.0228  0.0254  0.0422  0.0510  0.0531  0.0423  0.0673  0.1466
 24.84 26.13 27.53 26.83 26.05 23.61  0.0297  0.0189  0.0223  0.0398  0.0529  0.0515  0.0359  0.0629  0.0747
 24.84 26.13 27.53 26.83 26.05 24.86  0.0314  0.0202  0.0193  0.0300  0.0478  0.0491  0.0396  0.0492  0.0972
 24.84 27.38 26.28 25.58 24.80 23.61  0.0357  0.0266  0.0371  0.0560  0.0610  0.0632  0.0695  0.1119  0.4746
 24.84 27.38 26.28 25.58 24.80 24.86  0.0362  0.0267  0.0319  0.0456  0.0545  0.0629  0.0622  0.1017  0.4918
 24.84 27.38 26.28 25.58 26.05 23.61  0.0371  0.0244  0.0332  0.0485  0.0609  0.0669  0.0560  0.0923  0.0977
 24.84 27.38 26.28 25.58 26.05 24.86  0.0357  0.0248  0.0275  0.0369  0.0531  0.0620  0.0595  0.0759  0.1315
 24.84 27.38 26.28 26.83 24.80 23.61  0.0330  0.0236  0.0298  0.0520  0.0591  0.0615  0.0609  0.1573  0.4775
 24.84 27.38 26.28 26.83 24.80 24.86  0.0325  0.0232  0.0261  0.0424  0.0524  0.0559  0.0511  0.0815  0.4844
 24.84 27.38 26.28 26.83 26.05 23.61  0.0326  0.0220  0.0233  0.0404  0.0557  0.0584  0.0449  0.0559  0.1052
 24.84 27.38 26.28 26.83 26.05 24.86  0.0324  0.0211  0.0198  0.0310  0.0494  0.0544  0.0416  0.0506  0.0892
 24.84 27.38 27.53 25.58 24.80 23.61  0.0316  0.0235  0.0348  0.0498  0.0548  0.0608  0.0608  0.1641  0.4590
 24.84 27.38 27.53 25.58 24.80 24.86  0.0318  0.0236  0.0301  0.0403  0.0504  0.0566  0.0496  0.0947  0.4847
 24.84 27.38 27.53 25.58 26.05 23.61  0.0314  0.0211  0.0306  0.0465  0.0558  0.0581  0.0514  0.1137  0.1157
 24.84 27.38 27.53 25.58 26.05 24.86  0.0308  0.0206  0.0263  0.0343  0.0508  0.0580  0.0481  0.0691  0.0866
 24.84 27.38 27.53 26.83 24.80 23.61  0.0277  0.0188  0.0264  0.0445  0.0517  0.0486  0.0461  0.0738  0.1623
 24.84 27.38 27.53 26.83 24.80 24.86  0.0269  0.0189  0.0222  0.0362  0.0473  0.0518  0.0424  0.0683  0.4651
 24.84 27.38 27.53 26.83 26.05 23.61  0.0265  0.0167  0.0211  0.0367  0.0474  0.0478  0.0286  0.0546  0.0771
 24.84 27.38 27.53 26.83 26.05 24.86  0.0262  0.0165  0.0173  0.0283  0.0432  0.0446  0.0329  0.0500  0.0749
 26.09 26.13 26.28 25.58 24.80 23.61  0.0354  0.0274  0.0374  0.0574  0.0513  0.0521  0.0578  0.4307  0.4718
 26.09 26.13 26.28 25.58 24.80 24.86  0.0357  0.0307  0.0333  0.0445  0.0497  0.0539  0.0619  0.1279  0.4664
 26.09 26.13 26.28 25.58 26.05 23.61  0.0356  0.0253  0.0323  0.0531  0.0475  0.0485  0.0534  0.1896  0.1420
 26.09 26.13 26.28 25.58 26.05 24.86  0.0376  0.0282  0.0292  0.0370  0.0466  0.0485  0.0539  0.0989  0.4448
 26.09 26.13 26.28 26.83 24.80 23.61  0.0317  0.0253  0.0309  0.0507  0.0499  0.0431  0.0519  0.0977  0.4529
 26.09 26.13 26.28 26.83 24.80 24.86  0.0335  0.0277  0.0286  0.0427  0.0448  0.0428  0.0491  0.0706  0.4757
 26.09 26.13 26.28 26.83 26.05 23.61  0.0315  0.0225  0.0233  0.0411  0.0459  0.0418  0.0408  0.0684  0.0762
 26.09 26.13 26.28 26.83 26.05 24.86  0.0324  0.0241  0.0213  0.0302  0.0403  0.0423  0.0407  0.0580  0.0855
 26.09 26.13 27.53 25.58 24.80 23.61  0.0335  0.0248  0.0352  0.0550  0.0507  0.0480  0.0542  0.4379  0.4818
 26.09 26.13 27.53 25.58 24.80 24.86  0.0336  0.0276  0.0329  0.0439  0.0451  0.0463  0.0496  0.1316  0.4572
 26.09 26.13 27.53 25.58 26.05 23.61  0.0328  0.0235  0.0326  0.0471  0.0459  0.0451  0.0450  0.4387  0.4670
 26.09 26.13 27.53 25.58 26.05 24.86  0.0345  0.0257  0.0288  0.0355  0.0424  0.0469  0.0488  0.0973  0.1224
 26.09 26.13 27.53 26.83 24.80 23.61  0.0295  0.0206  0.0268  0.0489  0.0461  0.0376  0.0403  0.1037  0.4464
 26.09 26.13 27.53 26.83 24.80 24.86  0.0299  0.0230  0.0245  0.0405  0.0423  0.0356  0.0406  0.0722  0.4559
 26.09 26.13 27.53 26.83 26.05 23.61  0.0277  0.0191  0.0213  0.0380  0.0401  0.0355  0.0335  0.0472  0.0767
 26.09 26.13 27.53 26.83 26.05 24.86  0.0289  0.0198  0.0184  0.0287  0.0346  0.0339  0.0340  0.0437  0.0920
 26.09 27.38 26.28 25.58 24.80 23.61  0.0332  0.0274  0.0357  0.0513  0.0449  0.0500  0.0659  0.1151  0.4728
 26.09 27.38 26.28 25.58 24.80 24.86  0.0329  0.0264  0.0309  0.0410  0.0405  0.0494  0.0564  0.0972  0.4745
 26.09 27.38 26.28 25.58 26.05 23.61  0.0346  0.0246  0.0315  0.0442  0.0417  0.0434  0.0518  0.2003  0.1276
 26.09 27.38 26.28 25.58 26.05 24.86  0.0336  0.0243  0.0268  0.0336  0.0373  0.0462  0.0499  0.0790  0.0954
 26.09 27.38 26.28 26.83 24.80 23.61  0.0310  0.0244  0.0297  0.0477  0.0422  0.0404  0.0487  0.0931  0.4767
 26.09 27.38 26.28 26.83 24.80 24.86  0.0298  0.0239  0.0259  0.0393  0.0385  0.0414  0.0475  0.0882  0.4692
 26.09 27.38 26.28 26.83 26.05 23.61  0.0312  0.0218  0.0232  0.0371  0.0356  0.0416  0.0418  0.0692  0.0909
 26.09 27.38 26.28 26.83 26.05 24.86  0.0300  0.0208  0.0197  0.0277  0.0339  0.0378  0.0395  0.0703  0.0753
 26.09 27.38 27.53 25.58 24.80 23.61  0.0296  0.0230  0.0342  0.0452  0.0406  0.0434  0.0497  0.1539  0.4744
 26.09 27.38 27.53 25.58 24.80 24.86  0.0282  0.0227  0.0288  0.0364  0.0355  0.0445  0.0448  0.0960  0.4803
 26.09 27.38 27.53 25.58 26.05 23.61  0.0297  0.0206  0.0303  0.0407  0.0368  0.0394  0.0464  0.1259  0.1864
 26.09 27.38 27.53 25.58 26.05 24.86  0.0285  0.0208  0.0248  0.0321  0.0352  0.0429  0.0423  0.0719  0.0976
 26.09 27.38 27.53 26.83 24.80 23.61  0.0249  0.0188  0.0253  0.0404  0.0355  0.0353  0.0418  0.0842  0.4681
 26.09 27.38 27.53 26.83 24.80 24.86  0.0249  0.0184  0.0219  0.0352  0.0336  0.0336  0.0383  0.0746  0.4560
 26.09 27.38 27.53 26.83 26.05 23.61  0.0248  0.0167  0.0200  0.0334  0.0335  0.0321  0.0326  0.0545  0.0785
 26.09 27.38 27.53 26.83 26.05 24.86  0.0239  0.0160  0.0176  0.0248  0.0311  0.0316  0.0263  0.0424  0.0709
